JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise|CategorieADEME
AC|Achats|AC05618|20240108|622600|Fournisseurs|FOU395|Malt|FA-2401-5618|20240108|Malt Developpeur -|843,26|0,00|||20240108|0,00||Achats de Services
AC|Achats|AC05619|20240914|606220|Fournisseurs|FOU926|Total|FA-2409-5619|20240914|Essenceref|2069,76|0,00|||20240914|0,00||Déplacements
AC|Achats|AC05620|20240806|606400|Fournisseurs|FOU922|Boulanger|FA-2408-5620|20240806|Achats Boulanger|4627,16|0,00|||20240806|0,00||Achats de Biens
AC|Achats|AC05621|20240809|218300|Fournisseurs|FOU487|Dell France|FA-2408-5621|20240809|Achat PC  2024|2830,14|0,00|||20240809|0,00||Achats de Biens
AC|Achats|AC05622|20240607|218300|Fournisseurs|FOU190|Apple|FA-2406-5622|20240607|ateriel Apple _|574,95|0,00|||20240607|0,00||Achats de Biens
AC|Achats|AC05623|20240818|622600|Fournisseurs|FOU695|KPMG|FA-2408-5623|20240818|Facture KPMGcb|3984,74|0,00|||20240818|0,00||Achats de Services
AC|Achats|AC05624|20240614|606100|Fournisseurs|FOU653|EDF Pro|FA-2406-5624|20240614|Prélèvement EDF|3736,63|0,00|||20240614|0,00||Energie
AC|Achats|AC05625|20240406|626000|Fournisseurs|FOU666|Orange Pro|FA-2404-5625|20240406|Orange Fibre -|2913,28|0,00|||20240406|0,00||Achats de Services
AC|Achats|AC05626|20240325|626000|Fournisseurs|FOU909|Amazon Web Services|FA-2403-5626|20240325|Serveurs Amazonvirement|3416,97|0,00|||20240325|0,00||Achats de Services
AC|Achats|AC05627|20240914|622600|Fournisseurs|FOU341|Malt|FA-2409-5627|20240914|Malt Fact.  2024|4013,14|0,00|||20240914|0,00||Achats de Services
AC|Achats|AC05628|20240130|218300|Fournisseurs|FOU476|Dell France|FA-2401-5628|20240130|Achat PC /|2158,6|0,00|||20240130|0,00||Achats de Biens
AC|Achats|AC05629|20241116|626000|Fournisseurs|FOU382|Amazon Web Services|FA-2411-5629|20241116|Cloud AWS / T2|3719,23|0,00|||20241116|0,00||Achats de Services
AC|Achats|AC05630|20240224|622600|Fournisseurs|FOU715|KPMG|FA-2402-5630|20240224|Honoraires CAC _ fev|3730,02|0,00|||20240224|0,00||Achats de Services
AC|Achats|AC05631|20241220|626000|Fournisseurs|FOU953|Orange Pro|FA-2412-5631|20241220|forfait mobile _|2675,78|0,00|||20241220|0,00||Achats de Services
AC|Achats|AC05632|20240618|218300|Fournisseurs|FOU198|Dell France|FA-2406-5632|20240618|Dell XPS _|2817,59|0,00|||20240618|0,00||Achats de Biens
AC|Achats|AC05633|20241010|606400|Fournisseurs|FOU203|Boulanger|FA-2410-5633|20241010|ecran pc - t2|2413,05|0,00|||20241010|0,00||Achats de Biens
AC|Achats|AC05634|20240110|625100|Fournisseurs|FOU147|Vinci Autoroutes|FA-2401-5634|20240110|BADGE TELEPEAGE VINCI -|1868,11|0,00|||20240110|0,00||Déplacements
AC|Achats|AC05635|20240709|606400|Fournisseurs|FOU574|Bureau Vallee|FA-2407-5635|20240709|Ramette papier  cb|4345,3|0,00|||20240709|0,00||Achats de Biens
AC|Achats|AC05636|20240812|625100|Fournisseurs|FOU483|SNCF|FA-2408-5636|20240812|fact. sncf /|335,56|0,00|||20240812|0,00||Déplacements
AC|Achats|AC05637|20240313|606100|Fournisseurs|FOU439|EDF Pro|FA-2403-5637|20240313|Abo EDF|2883,91|0,00|||20240313|0,00||Energie
AC|Achats|AC05638|20241202|606400|Fournisseurs|FOU686|Boulanger|FA-2412-5638|20241202|Clavier Souris /|4310,02|0,00|||20241202|0,00||Achats de Biens
AC|Achats|AC05639|20240723|622600|Fournisseurs|FOU545|Malt|FA-2407-5639|20240723|Malt Developpeur  virement|3479,75|0,00|||20240723|0,00||Achats de Services
AC|Achats|AC05640|20240129|625100|Fournisseurs|FOU825|Air France|FA-2401-5640|20240129|Vol AFprelev|3074,14|0,00|||20240129|0,00||Déplacements
AC|Achats|AC05641|20240420|625100|Fournisseurs|FOU762|SNCF|FA-2404-5641|20240420|SNCF Voyagen°|1005,86|0,00|||20240420|0,00||Déplacements
AC|Achats|AC05642|20240919|606100|Fournisseurs|FOU796|EDF Pro|FA-2409-5642|20240919|Facture Electricitereglement|1101,32|0,00|||20240919|0,00||Energie
AC|Achats|AC05643|20241212|626000|Fournisseurs|FOU225|OVH Cloud|FA-2412-5643|20241212|Serveur OVH / T2|4081,37|0,00|||20241212|0,00||Achats de Services
AC|Achats|AC05644|20240413|606100|Fournisseurs|FOU667|TotalEnergies|FA-2404-5644|20240413|Total|591,57|0,00|||20240413|0,00||Energie
AC|Achats|AC05645|20241121|622600|Fournisseurs|FOU766|KPMG|FA-2411-5645|20241121|Audit|1070,22|0,00|||20241121|0,00||Achats de Services
AC|Achats|AC05646|20241221|625100|Fournisseurs|FOU079|SNCF|FA-2412-5646|20241221|SNCF _|3632,55|0,00|||20241221|0,00||Déplacements
AC|Achats|AC05647|20241204|218300|Fournisseurs|FOU865|Apple|FA-2412-5647|20241204|Macbook _ prelev|785,87|0,00|||20241204|0,00||Achats de Biens
AC|Achats|AC05648|20240529|606400|Fournisseurs|FOU270|Boulanger|FA-2405-5648|20240529|Ecran PC|444,51|0,00|||20240529|0,00||Achats de Biens
AC|Achats|AC05649|20240705|626000|Fournisseurs|FOU309|OVH Cloud|FA-2407-5649|20240705|Abo OVH _|3445,07|0,00|||20240705|0,00||Achats de Services
AC|Achats|AC05650|20240524|606220|Fournisseurs|FOU592|Total|FA-2405-5650|20240524|Péagen°|693,5|0,00|||20240524|0,00||Déplacements
AC|Achats|AC05651|20240810|622600|Fournisseurs|FOU810|KPMG|FA-2408-5651|20240810|prestation conseil|2836,14|0,00|||20240810|0,00||Achats de Services
AC|Achats|AC05652|20240106|606100|Fournisseurs|FOU081|TotalEnergies|FA-2401-5652|20240106|Abo Gaz|1514,93|0,00|||20240106|0,00||Energie
AC|Achats|AC05653|20240826|625100|Fournisseurs|FOU109|Vinci Autoroutes|FA-2408-5653|20240826|Autoroute  client|2609,68|0,00|||20240826|0,00||Déplacements
AC|Achats|AC05654|20241027|218300|Fournisseurs|FOU899|Dell France|FA-2410-5654|20241027|FACTURE DELL _|1427,17|0,00|||20241027|0,00||Achats de Biens
AC|Achats|AC05655|20240104|606100|Fournisseurs|FOU463|TotalEnergies|FA-2401-5655|20240104|Facture Gaz  T1|3469,31|0,00|||20240104|0,00||Energie
AC|Achats|AC05656|20240810|626000|Fournisseurs|FOU273|OVH Cloud|FA-2408-5656|20240810|Facture cloud /|4769,5|0,00|||20240810|0,00||Achats de Services
AC|Achats|AC05657|20240429|606100|Fournisseurs|FOU108|Engie|FA-2404-5657|20240429|Elec Engie - janvier|4327,86|0,00|||20240429|0,00||Energie
AC|Achats|AC05658|20241208|625100|Fournisseurs|FOU982|Vinci Autoroutes|FA-2412-5658|20241208|Badge Telepeage Vinci _ prelev|651,26|0,00|||20241208|0,00||Déplacements
AC|Achats|AC05659|20240101|625100|Fournisseurs|FOU036|SNCF|FA-2401-5659|20240101|Fact. SNCF - virement|3454,31|0,00|||20240101|0,00||Déplacements
AC|Achats|AC05660|20240614|606100|Fournisseurs|FOU981|TotalEnergies|FA-2406-5660|20240614|Abo Gaz|3676,25|0,00|||20240614|0,00||Energie
AC|Achats|AC05661|20241114|606100|Fournisseurs|FOU883|TotalEnergies|FA-2411-5661|20241114|Prelevement TotalEnergies _|3492,37|0,00|||20241114|0,00||Energie
AC|Achats|AC05662|20240918|625100|Fournisseurs|FOU007|Air France|FA-2409-5662|20240918|air france vol|174,51|0,00|||20240918|0,00||Déplacements
AC|Achats|AC05663|20241029|606100|Fournisseurs|FOU489|TotalEnergies|FA-2410-5663|20241029|Prelevement TotalEnergies _|773,45|0,00|||20241029|0,00||Energie
AC|Achats|AC05664|20240715|625100|Fournisseurs|FOU473|Vinci Autoroutes|FA-2407-5664|20240715|Peage _ cb|2673,16|0,00|||20240715|0,00||Déplacements
AC|Achats|AC05665|20240429|606400|Fournisseurs|FOU179|Boulanger|FA-2404-5665|20240429|Achats Boulanger - T2|370,7|0,00|||20240429|0,00||Achats de Biens
AC|Achats|AC05666|20240710|606100|Fournisseurs|FOU378|EDF Pro|FA-2407-5666|20240710|Fact. EDF|2974,69|0,00|||20240710|0,00||Energie
AC|Achats|AC05667|20241016|218300|Fournisseurs|FOU155|Apple|FA-2410-5667|20241016|Apple Store -|3531,61|0,00|||20241016|0,00||Achats de Biens
AC|Achats|AC05668|20240523|218300|Fournisseurs|FOU004|Apple|FA-2405-5668|20240523|Macbook|2744,54|0,00|||20240523|0,00||Achats de Biens
AC|Achats|AC05669|20240624|606100|Fournisseurs|FOU757|Engie|FA-2406-5669|20240624|elec engie -|4892,07|0,00|||20240624|0,00||Energie
AC|Achats|AC05670|20241130|606220|Fournisseurs|FOU822|Total|FA-2411-5670|20241130|Carburant - cb|683,08|0,00|||20241130|0,00||Déplacements
AC|Achats|AC05671|20240813|606400|Fournisseurs|FOU268|Boulanger|FA-2408-5671|20240813|Fournitures /|1904,38|0,00|||20240813|0,00||Achats de Biens
AC|Achats|AC05672|20240425|606100|Fournisseurs|FOU084|TotalEnergies|FA-2404-5672|20240425|Prelevement TotalEnergies / cb|2048,84|0,00|||20240425|0,00||Energie
AC|Achats|AC05673|20240415|625100|Fournisseurs|FOU563|SNCF|FA-2404-5673|20240415|Fact. SNCF _|2194,71|0,00|||20240415|0,00||Déplacements
AC|Achats|AC05674|20240824|625100|Fournisseurs|FOU788|Vinci Autoroutes|FA-2408-5674|20240824|Peage /|4006,02|0,00|||20240824|0,00||Déplacements
AC|Achats|AC05675|20240613|626000|Fournisseurs|FOU972|OVH Cloud|FA-2406-5675|20240613|Facture cloud /|2504,2|0,00|||20240613|0,00||Achats de Services
AC|Achats|AC05676|20240207|606400|Fournisseurs|FOU887|Boulanger|FA-2402-5676|20240207|Ecran PC _|1375,51|0,00|||20240207|0,00||Achats de Biens
AC|Achats|AC05677|20240317|606100|Fournisseurs|FOU952|Engie|FA-2403-5677|20240317|Engie facture _|301,83|0,00|||20240317|0,00||Energie
AC|Achats|AC05678|20240707|626000|Fournisseurs|FOU714|Amazon Web Services|FA-2407-5678|20240707|AWS /|4768,25|0,00|||20240707|0,00||Achats de Services
AC|Achats|AC05679|20240505|606100|Fournisseurs|FOU638|EDF Pro|FA-2405-5679|20240505|fact. edf  fev|3987,75|0,00|||20240505|0,00||Energie
AC|Achats|AC05680|20240621|218300|Fournisseurs|FOU773|Apple|FA-2406-5680|20240621|Apple Store|4158,45|0,00|||20240621|0,00||Achats de Biens
AC|Achats|AC05681|20240512|606400|Fournisseurs|FOU399|Boulanger|FA-2405-5681|20240512|ecran pc _ mars|2026,44|0,00|||20240512|0,00||Achats de Biens
AC|Achats|AC05682|20240407|626000|Fournisseurs|FOU341|OVH Cloud|FA-2404-5682|20240407|Serveur OVH _|1318,81|0,00|||20240407|0,00||Achats de Services
AC|Achats|AC05683|20240721|606100|Fournisseurs|FOU587|TotalEnergies|FA-2407-5683|20240721|total  t2|1233,42|0,00|||20240721|0,00||Energie
AC|Achats|AC05684|20240911|625100|Fournisseurs|FOU283|Vinci Autoroutes|FA-2409-5684|20240911|AUTOROUTE2024|1302,97|0,00|||20240911|0,00||Déplacements
AC|Achats|AC05685|20240618|625100|Fournisseurs|FOU746|SNCF|FA-2406-5685|20240618|billet sncf|4015,7|0,00|||20240618|0,00||Déplacements
AC|Achats|AC05686|20240309|606100|Fournisseurs|FOU107|EDF Pro|FA-2403-5686|20240309|ABO EDF - VIREMENT|1694,73|0,00|||20240309|0,00||Energie
AC|Achats|AC05687|20240804|626000|Fournisseurs|FOU426|Amazon Web Services|FA-2408-5687|20240804|Serveurs Amazon _|112,56|0,00|||20240804|0,00||Achats de Services
AC|Achats|AC05688|20240925|626000|Fournisseurs|FOU525|Orange Pro|FA-2409-5688|20240925|Forfait Mobile -|3005,05|0,00|||20240925|0,00||Achats de Services
AC|Achats|AC05689|20240212|622600|Fournisseurs|FOU642|KPMG|FA-2402-5689|20240212|Facture KPMGjanvier|3176,7|0,00|||20240212|0,00||Achats de Services
AC|Achats|AC05690|20240629|625100|Fournisseurs|FOU936|Air France|FA-2406-5690|20240629|Vol AF - n°|2060,62|0,00|||20240629|0,00||Déplacements
AC|Achats|AC05691|20240713|625100|Fournisseurs|FOU319|Vinci Autoroutes|FA-2407-5691|20240713|autoroute _|2142,38|0,00|||20240713|0,00||Déplacements
AC|Achats|AC05692|20240401|606400|Fournisseurs|FOU564|Boulanger|FA-2404-5692|20240401|Clavier Souris -|2603,36|0,00|||20240401|0,00||Achats de Biens
AC|Achats|AC05693|20240112|625100|Fournisseurs|FOU466|Air France|FA-2401-5693|20240112|deplacement avion /|4380,24|0,00|||20240112|0,00||Déplacements
AC|Achats|AC05694|20240803|606100|Fournisseurs|FOU330|Engie|FA-2408-5694|20240803|ELEC ENGIE -|201,98|0,00|||20240803|0,00||Energie
AC|Achats|AC05695|20241218|218300|Fournisseurs|FOU826|Dell France|FA-2412-5695|20241218|Dell XPS|4159,56|0,00|||20241218|0,00||Achats de Biens
AC|Achats|AC05696|20240427|606400|Fournisseurs|FOU468|Bureau Vallee|FA-2404-5696|20240427|Papeterie- virement|489,88|0,00|||20240427|0,00||Achats de Biens
AC|Achats|AC05697|20241209|606220|Fournisseurs|FOU266|Total|FA-2412-5697|20241209|Carburant _ prelev|288,93|0,00|||20241209|0,00||Déplacements
AC|Achats|AC05698|20240402|625100|Fournisseurs|FOU270|Vinci Autoroutes|FA-2404-5698|20240402|AutorouteT1|3696,7|0,00|||20240402|0,00||Déplacements
AC|Achats|AC05699|20241028|606400|Fournisseurs|FOU503|Boulanger|FA-2410-5699|20241028|Achats Boulanger _ ref|4589,51|0,00|||20241028|0,00||Achats de Biens
AC|Achats|AC05700|20240322|626000|Fournisseurs|FOU019|OVH Cloud|FA-2403-5700|20240322|OVH _ cb|4549,28|0,00|||20240322|0,00||Achats de Services
AC|Achats|AC05701|20241116|606400|Fournisseurs|FOU680|Boulanger|FA-2411-5701|20241116|achats bolanger /|1562,5|0,00|||20241116|0,00||Achats de Biens
AC|Achats|AC05702|20240715|606100|Fournisseurs|FOU665|TotalEnergies|FA-2407-5702|20240715|abo gaz  t1|288,36|0,00|||20240715|0,00||Energie
AC|Achats|AC05703|20240906|626000|Fournisseurs|FOU598|Orange Pro|FA-2409-5703|20240906|Orange Fibre - cb|1273,82|0,00|||20240906|0,00||Achats de Services
AC|Achats|AC05704|20241222|626000|Fournisseurs|FOU241|Amazon Web Services|FA-2412-5704|20241222|Abo AWS - janvier|3618,55|0,00|||20241222|0,00||Achats de Services
AC|Achats|AC05705|20240806|626000|Fournisseurs|FOU218|OVH Cloud|FA-2408-5705|20240806|Serveur OVHT2|534,88|0,00|||20240806|0,00||Achats de Services
AC|Achats|AC05706|20240126|218300|Fournisseurs|FOU508|Dell France|FA-2401-5706|20240126|Facture DELL  reglement|2199,01|0,00|||20240126|0,00||Achats de Biens
AC|Achats|AC05707|20240424|606400|Fournisseurs|FOU448|Bureau Vallee|FA-2404-5707|20240424|Papeterie|2419,75|0,00|||20240424|0,00||Achats de Biens
AC|Achats|AC05708|20240422|218300|Fournisseurs|FOU885|Apple|FA-2404-5708|20240422|Materiel Apple -|133,0|0,00|||20240422|0,00||Achats de Biens
AC|Achats|AC05709|20240703|626000|Fournisseurs|FOU232|Orange Pro|FA-2407-5709|20240703|ABO INTERNET -|3625,91|0,00|||20240703|0,00||Achats de Services
AC|Achats|AC05710|20241114|218300|Fournisseurs|FOU402|Apple|FA-2411-5710|20241114|materiel apple / ref|2955,94|0,00|||20241114|0,00||Achats de Biens
AC|Achats|AC05711|20240901|626000|Fournisseurs|FOU547|OVH Cloud|FA-2409-5711|20240901|abo ovh / virement|2341,92|0,00|||20240901|0,00||Achats de Services
AC|Achats|AC05712|20241005|606400|Fournisseurs|FOU065|Bureau Vallee|FA-2410-5712|20241005|Bureau Vallee|1690,07|0,00|||20241005|0,00||Achats de Biens
AC|Achats|AC05713|20240209|218300|Fournisseurs|FOU834|Apple|FA-2402-5713|20240209|materiel apple|3797,36|0,00|||20240209|0,00||Achats de Biens
AC|Achats|AC05714|20240722|606100|Fournisseurs|FOU962|EDF Pro|FA-2407-5714|20240722|Facture Electricite - janvier|2271,74|0,00|||20240722|0,00||Energie
AC|Achats|AC05715|20240505|606220|Fournisseurs|FOU584|Total|FA-2405-5715|20240505|Station Service  fev|515,69|0,00|||20240505|0,00||Déplacements
AC|Achats|AC05716|20240130|625100|Fournisseurs|FOU819|Air France|FA-2401-5716|20240130|deplacement avion|585,32|0,00|||20240130|0,00||Déplacements
AC|Achats|AC05717|20240316|625100|Fournisseurs|FOU818|Vinci Autoroutes|FA-2403-5717|20240316|Autoroute -|4676,65|0,00|||20240316|0,00||Déplacements
AC|Achats|AC05718|20241025|625100|Fournisseurs|FOU300|Air France|FA-2410-5718|20241025|Vol AF|3245,53|0,00|||20241025|0,00||Déplacements
AC|Achats|AC05719|20240514|606100|Fournisseurs|FOU003|TotalEnergies|FA-2405-5719|20240514|Abo Gaz /|2051,26|0,00|||20240514|0,00||Energie
AC|Achats|AC05720|20240215|218300|Fournisseurs|FOU031|Dell France|FA-2402-5720|20240215|Dell XPS _ 2024|3579,92|0,00|||20240215|0,00||Achats de Biens
AC|Achats|AC05721|20240413|625100|Fournisseurs|FOU318|SNCF|FA-2404-5721|20240413|TGV Inoui _ T2|3797,85|0,00|||20240413|0,00||Déplacements
AC|Achats|AC05722|20241208|622600|Fournisseurs|FOU479|KPMG|FA-2412-5722|20241208|Facture KPMG _ T2|773,91|0,00|||20241208|0,00||Achats de Services
AC|Achats|AC05723|20241106|625100|Fournisseurs|FOU447|SNCF|FA-2411-5723|20241106|Train Paris /|566,71|0,00|||20241106|0,00||Déplacements
AC|Achats|AC05724|20240101|606100|Fournisseurs|FOU423|Engie|FA-2401-5724|20240101|ELEC ENGIE|3559,43|0,00|||20240101|0,00||Energie
AC|Achats|AC05725|20240809|218300|Fournisseurs|FOU177|Apple|FA-2408-5725|20240809|iphonemars|3095,11|0,00|||20240809|0,00||Achats de Biens
AC|Achats|AC05726|20240927|606400|Fournisseurs|FOU181|Boulanger|FA-2409-5726|20240927|Fournitures _ T1|2578,25|0,00|||20240927|0,00||Achats de Biens
AC|Achats|AC05727|20241117|626000|Fournisseurs|FOU433|Orange Pro|FA-2411-5727|20241117|Telephonie _ T1|226,8|0,00|||20241117|0,00||Achats de Services
AC|Achats|AC05728|20240616|606400|Fournisseurs|FOU917|Bureau Vallee|FA-2406-5728|20240616|ramette papier -|2226,41|0,00|||20240616|0,00||Achats de Biens
AC|Achats|AC05729|20240316|606400|Fournisseurs|FOU765|Boulanger|FA-2403-5729|20240316|ecran pc|3878,65|0,00|||20240316|0,00||Achats de Biens
AC|Achats|AC05730|20241121|622600|Fournisseurs|FOU452|KPMG|FA-2411-5730|20241121|Honoraires CAC _ cb|1449,72|0,00|||20241121|0,00||Achats de Services
AC|Achats|AC05731|20240407|606400|Fournisseurs|FOU159|Boulanger|FA-2404-5731|20240407|Ecran PC|2483,44|0,00|||20240407|0,00||Achats de Biens
AC|Achats|AC05732|20240924|218300|Fournisseurs|FOU194|Dell France|FA-2409-5732|20240924|Achat PC -|205,8|0,00|||20240924|0,00||Achats de Biens
AC|Achats|AC05733|20240816|626000|Fournisseurs|FOU138|Orange Pro|FA-2408-5733|20240816|Abo Internet|1063,17|0,00|||20240816|0,00||Achats de Services
AC|Achats|AC05734|20240628|218300|Fournisseurs|FOU234|Apple|FA-2406-5734|20240628|Apple Store -|2668,79|0,00|||20240628|0,00||Achats de Biens
AC|Achats|AC05735|20240312|606100|Fournisseurs|FOU114|TotalEnergies|FA-2403-5735|20240312|Prelevement TotalEnergies /|2036,84|0,00|||20240312|0,00||Energie
AC|Achats|AC05736|20241017|625100|Fournisseurs|FOU643|Air France|FA-2410-5736|20241017|Billet Avion /|1420,66|0,00|||20241017|0,00||Déplacements
AC|Achats|AC05737|20240220|625100|Fournisseurs|FOU552|Air France|FA-2402-5737|20240220|Deplacement avion|4357,79|0,00|||20240220|0,00||Déplacements
AC|Achats|AC05738|20241211|606400|Fournisseurs|FOU884|Boulanger|FA-2412-5738|20241211|Clavier Souris / virement|3205,81|0,00|||20241211|0,00||Achats de Biens
AC|Achats|AC05739|20240502|626000|Fournisseurs|FOU455|Amazon Web Services|FA-2405-5739|20240502|AWS _ reglement|3081,97|0,00|||20240502|0,00||Achats de Services
AC|Achats|AC05740|20240730|606100|Fournisseurs|FOU099|Engie|FA-2407-5740|20240730|Engie facture|3704,15|0,00|||20240730|0,00||Energie
AC|Achats|AC05741|20241101|606400|Fournisseurs|FOU119|Boulanger|FA-2411-5741|20241101|Ecran PCcb|4817,26|0,00|||20241101|0,00||Achats de Biens
AC|Achats|AC05742|20241116|218300|Fournisseurs|FOU267|Apple|FA-2411-5742|20241116|Iphone  T2|4335,77|0,00|||20241116|0,00||Achats de Biens
AC|Achats|AC05743|20240805|218300|Fournisseurs|FOU840|Dell France|FA-2408-5743|20240805|Materiel Info|4495,34|0,00|||20240805|0,00||Achats de Biens
AC|Achats|AC05744|20240802|625100|Fournisseurs|FOU866|Vinci Autoroutes|FA-2408-5744|20240802|PEAGE / JANVIER|1772,29|0,00|||20240802|0,00||Déplacements
AC|Achats|AC05745|20240208|218300|Fournisseurs|FOU481|Dell France|FA-2402-5745|20240208|Materiel Info|1009,12|0,00|||20240208|0,00||Achats de Biens
AC|Achats|AC05746|20240619|218300|Fournisseurs|FOU169|Dell France|FA-2406-5746|20240619|Achat PC -|2931,17|0,00|||20240619|0,00||Achats de Biens
AC|Achats|AC05747|20240626|625100|Fournisseurs|FOU918|Vinci Autoroutes|FA-2406-5747|20240626|Badge Telepeage Vinci /|2027,57|0,00|||20240626|0,00||Déplacements
AC|Achats|AC05748|20240625|622600|Fournisseurs|FOU431|Malt|FA-2406-5748|20240625|prestation freelanceprelev|396,64|0,00|||20240625|0,00||Achats de Services
AC|Achats|AC05749|20240428|626000|Fournisseurs|FOU214|Orange Pro|FA-2404-5749|20240428|telephonie / cb|2633,67|0,00|||20240428|0,00||Achats de Services
AC|Achats|AC05750|20241005|218300|Fournisseurs|FOU535|Dell France|FA-2410-5750|20241005|Achat PC - n°|532,38|0,00|||20241005|0,00||Achats de Biens
AC|Achats|AC05751|20240807|606220|Fournisseurs|FOU440|Total|FA-2408-5751|20240807|Plein Total /|720,65|0,00|||20240807|0,00||Déplacements
AC|Achats|AC05752|20240708|626000|Fournisseurs|FOU734|OVH Cloud|FA-2407-5752|20240708|Serveur OVH _|3160,93|0,00|||20240708|0,00||Achats de Services
AC|Achats|AC05753|20240130|606100|Fournisseurs|FOU875|EDF Pro|FA-2401-5753|20240130|Energiemois /|2667,18|0,00|||20240130|0,00||Energie
AC|Achats|AC05754|20240103|626000|Fournisseurs|FOU990|Amazon Web Services|FA-2401-5754|20240103|AWS _ janvier|3317,41|0,00|||20240103|0,00||Achats de Services
AC|Achats|AC05755|20241102|606100|Fournisseurs|FOU958|Engie|FA-2411-5755|20241102|Engie facture|945,32|0,00|||20241102|0,00||Energie
AC|Achats|AC05756|20240422|606100|Fournisseurs|FOU129|EDF Pro|FA-2404-5756|20240422|Abo EDFvirement|4208,96|0,00|||20240422|0,00||Energie
AC|Achats|AC05757|20240116|622600|Fournisseurs|FOU233|KPMG|FA-2401-5757|20240116|AUDIT -|1283,75|0,00|||20240116|0,00||Achats de Services
AC|Achats|AC05758|20240602|622600|Fournisseurs|FOU550|KPMG|FA-2406-5758|20240602|Prestation Conseil|281,55|0,00|||20240602|0,00||Achats de Services
AC|Achats|AC05759|20240503|622600|Fournisseurs|FOU686|KPMG|FA-2405-5759|20240503|prestation conseilt2|3158,01|0,00|||20240503|0,00||Achats de Services
AC|Achats|AC05760|20240102|606400|Fournisseurs|FOU273|Boulanger|FA-2401-5760|20240102|Clavier Sourisref|4723,33|0,00|||20240102|0,00||Achats de Biens
AC|Achats|AC05761|20240914|218300|Fournisseurs|FOU965|Dell France|FA-2409-5761|20240914|Achat PC / fev|3564,26|0,00|||20240914|0,00||Achats de Biens
AC|Achats|AC05762|20240607|606100|Fournisseurs|FOU658|Engie|FA-2406-5762|20240607|Elec Engie  virement|2065,2|0,00|||20240607|0,00||Energie
AC|Achats|AC05763|20240522|606220|Fournisseurs|FOU126|Total|FA-2405-5763|20240522|Essence2024|4137,05|0,00|||20240522|0,00||Déplacements
AC|Achats|AC05764|20240422|606100|Fournisseurs|FOU659|TotalEnergies|FA-2404-5764|20240422|Total /|4835,29|0,00|||20240422|0,00||Energie
AC|Achats|AC05765|20240213|625100|Fournisseurs|FOU658|Vinci Autoroutes|FA-2402-5765|20240213|AUTOROUTE  MARS|3194,56|0,00|||20240213|0,00||Déplacements
AC|Achats|AC05766|20240113|218300|Fournisseurs|FOU242|Apple|FA-2401-5766|20240113|Materiel Apple _|4832,48|0,00|||20240113|0,00||Achats de Biens
AC|Achats|AC05767|20241114|625100|Fournisseurs|FOU153|SNCF|FA-2411-5767|20241114|sncf|3793,37|0,00|||20241114|0,00||Déplacements
AC|Achats|AC05768|20240726|606220|Fournisseurs|FOU900|Total|FA-2407-5768|20240726|Péage -|493,08|0,00|||20240726|0,00||Déplacements
AC|Achats|AC05769|20240606|218300|Fournisseurs|FOU836|Apple|FA-2406-5769|20240606|Apple Store _ n°|845,17|0,00|||20240606|0,00||Achats de Biens
AC|Achats|AC05770|20240603|626000|Fournisseurs|FOU790|Orange Pro|FA-2406-5770|20240603|Telephonie / reglement|3998,0|0,00|||20240603|0,00||Achats de Services
AC|Achats|AC05771|20240708|606400|Fournisseurs|FOU443|Bureau Vallee|FA-2407-5771|20240708|Papeterie|4097,79|0,00|||20240708|0,00||Achats de Biens
AC|Achats|AC05772|20240504|625100|Fournisseurs|FOU728|Vinci Autoroutes|FA-2405-5772|20240504|Peage|1301,1|0,00|||20240504|0,00||Déplacements
AC|Achats|AC05773|20240726|606100|Fournisseurs|FOU688|Engie|FA-2407-5773|20240726|ENGIE FACTURE /|760,16|0,00|||20240726|0,00||Energie
AC|Achats|AC05774|20240419|625100|Fournisseurs|FOU888|Air France|FA-2404-5774|20240419|BILLET AVION|3920,22|0,00|||20240419|0,00||Déplacements
AC|Achats|AC05775|20240510|606400|Fournisseurs|FOU548|Bureau Vallee|FA-2405-5775|20240510|Ramette papierfev|261,45|0,00|||20240510|0,00||Achats de Biens
AC|Achats|AC05776|20240413|606400|Fournisseurs|FOU199|Boulanger|FA-2404-5776|20240413|Ecran PC - virement|932,46|0,00|||20240413|0,00||Achats de Biens
AC|Achats|AC05777|20241111|622600|Fournisseurs|FOU174|Malt|FA-2411-5777|20241111|PRESTATION FREELANCE - MARS|1448,71|0,00|||20241111|0,00||Achats de Services
AC|Achats|AC05778|20240903|622600|Fournisseurs|FOU364|Malt|FA-2409-5778|20240903|malt developpeur2024|4323,03|0,00|||20240903|0,00||Achats de Services
AC|Achats|AC05779|20240823|625100|Fournisseurs|FOU053|SNCF|FA-2408-5779|20240823|Fact. SNCF _ prelev|3622,29|0,00|||20240823|0,00||Déplacements
AC|Achats|AC05780|20240609|622600|Fournisseurs|FOU501|KPMG|FA-2406-5780|20240609|Prestation Conseil /|3191,71|0,00|||20240609|0,00||Achats de Services
AC|Achats|AC05781|20240905|606220|Fournisseurs|FOU104|Total|FA-2409-5781|20240905|Essence|433,37|0,00|||20240905|0,00||Déplacements
